,Name,Genre,Year_of_Release,Publisher,Global_Sales,Critic_Score,User_Score
328,Need for Speed: Hot Pursuit 2,Racing,2002,Electronic Arts,3.7299999999999995,89.0,85.0
329,The Sims,Simulation,2003,Electronic Arts,3.7299999999999995,92.0,79.0
330,Spyro: Year of the Dragon,Platform,2000,Sony Computer Entertainment,3.71,91.0,88.0
331,Super Paper Mario,Platform,2007,Nintendo,3.71,85.0,79.0
332,Dragon Age: Inquisition,Role-Playing,2014,Electronic Arts,3.67,89.0,74.0
333,Sonic's Ultimate Genesis Collection,Misc,2009,Sega,3.67,80.0,86.0
334,The Sims: Bustin' Out,Simulation,2003,Electronic Arts,3.6500000000000004,81.0,90.0
335,SOCOM: U.S. Navy SEALs,Shooter,2002,Sony Computer Entertainment,3.65,82.0,79.0
336,Jak and Daxter: The Precursor Legacy,Platform,2001,Sony Computer Entertainment,3.64,90.0,87.0
337,Prince of Persia: The Sands of Time,Action,2003,Ubisoft,3.63,92.0,88.0
338,Tony Hawk's Underground 2,Sports,2004,Activision,3.62,83.0,89.0
339,Luigi's Mansion,Action,2001,Nintendo,3.6,78.0,85.0
340,Mass Effect,Role-Playing,2007,['Electronic Arts' 'Microsoft Game Studios'],3.58,91.0,87.0
341,Dying Light,Action,2015,Warner Bros. Interactive Entertainment,3.58,75.0,79.0
342,Cooking Mama 2: Dinner With Friends,Simulation,2007,505 Games,3.58,70.0,80.0
343,Pro Evolution Soccer 2012,Action,2011,Konami Digital Entertainment,3.5599999999999996,80.0,70.0
344,Skylanders SWAP Force,Platform,2013,Activision,3.55,89.0,64.0
345,James Bond 007: Everything or Nothing,Shooter,2004,Electronic Arts,3.54,84.0,91.0
346,The Getaway,Action,2002,Sony Computer Entertainment,3.54,72.0,68.0
347,Left 4 Dead,Shooter,2008,Electronic Arts,3.53,89.0,92.0
348,Iron Man,Action,2008,Sega,3.5199999999999996,56.0,70.0
349,Just Cause 2,Action,2010,Square Enix,3.47,84.0,80.0
350,WWE SmackDown vs. Raw 2010,Fighting,2009,THQ,3.4699999999999998,81.0,84.0
351,Guitar Hero: On Tour,Misc,2008,Activision,3.46,71.0,88.0
352,Clubhouse Games,Misc,2006,Nintendo,3.45,83.0,84.0
353,Battlefield: Hardline,Shooter,2015,Electronic Arts,3.45,73.0,51.0
354,Far Cry 2,Action,2008,Ubisoft,3.4499999999999997,85.0,67.0
355,Tekken 4,Fighting,2002,Namco Bandai Games,3.44,79.0,83.0
356,Mafia II,Action,2010,Take-Two Interactive,3.44,77.0,79.0
357,Shrek 2,Platform,2004,Activision,3.4299999999999997,72.0,85.0
358,Grand Theft Auto 2,Action,1998,Take-Two Interactive,3.42,70.0,80.0
359,Spider-Man 3,Platform,2007,Activision,3.4,79.0,74.0
360,LittleBigPlanet 2,Platform,2011,Sony Computer Entertainment,3.39,91.0,84.0
361,Crash Bash,Misc,2000,Sony Computer Entertainment,3.39,68.0,82.0
362,Peter Jackson's King Kong: The Official Game of the Movie,Action,2005,Ubisoft,3.39,82.0,85.0
363,Crysis 2,Action,2011,Electronic Arts,3.37,86.0,75.0
364,Pure,Racing,2008,Disney Interactive Studios,3.3600000000000003,85.0,78.0
365,X-Men Legends,Role-Playing,2004,Activision,3.3600000000000003,82.0,85.0
366,Final Fantasy XIII-2,Role-Playing,2011,Square Enix,3.36,79.0,66.0
367,NCAA Football 07,Sports,2006,Electronic Arts,3.36,88.0,86.0
368,LEGO Indiana Jones 2: The Adventure Continues,Action,2009,Activision,3.36,72.0,80.0
369,Ghostbusters: The Video Game,Action,2009,Atari,3.3400000000000003,79.0,87.0
370,Deus Ex: Human Revolution,Shooter,2011,Square Enix,3.3200000000000003,90.0,85.0
371,The Legend of Zelda: Spirit Tracks,Action,2009,Nintendo,3.31,87.0,78.0
372,Far Cry: Primal,Action,2016,Ubisoft,3.3,77.0,64.0
373,007: Quantum of Solace,Action,2008,Activision,3.3,70.0,75.0
374,Burnout Paradise,Racing,2008,Electronic Arts,3.29,88.0,77.0
375,Rage,Shooter,2011,Bethesda Softworks,3.2800000000000002,81.0,67.0
376,Gears of War: Ultimate Edition,Shooter,2015,Microsoft Game Studios,3.28,82.0,75.0
377,SSX,Sports,2000,Electronic Arts,3.2699999999999996,93.0,83.0
378,Professor Layton and the Unwound Future,Puzzle,2008,Nintendo,3.26,86.0,92.0
379,Wii Music,Misc,2008,Nintendo,3.25,63.0,46.0
380,Dead Space 2,Shooter,2011,Electronic Arts,3.2499999999999996,90.0,86.0
381,The SpongeBob SquarePants Movie,Platform,2004,THQ,3.24,75.0,90.0
382,Dishonored,Action,2012,Bethesda Softworks,3.24,89.0,79.0
383,Halo: The Master Chief Collection,Shooter,2014,Microsoft Game Studios,3.23,85.0,72.0
384,Gran Turismo 6,Racing,2013,Sony Computer Entertainment,3.23,81.0,77.0
385,The Incredibles,Action,2004,THQ,3.21,63.0,76.0
386,Super Mario Maker,Platform,2015,Nintendo,3.21,88.0,87.0
387,NBA Street,Sports,2001,Electronic Arts,3.21,89.0,86.0
388,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,2003,THQ,3.19,71.0,90.0
389,God of War: Chains of Olympus,Action,2008,Sony Computer Entertainment,3.18,91.0,86.0
390,Crisis Core: Final Fantasy VII,Role-Playing,2007,Square Enix,3.18,83.0,80.0
391,LEGO The Lord of the Rings,Action,2012,Warner Bros. Interactive Entertainment,3.1700000000000004,82.0,85.0
392,Ace Combat 04: Shattered Skies,Simulation,2001,Sony Computer Entertainment Europe,3.17,89.0,91.0
393,Madden NFL 2001,Sports,2000,Electronic Arts,3.17,91.0,77.0
394,Dance Central,Misc,2010,MTV Games,3.17,82.0,76.0
395,Rayman Legends,Platform,2014,Ubisoft,3.16,92.0,87.0
396,Animal Crossing,Simulation,2001,Nintendo,3.15,87.0,89.0
397,WWE 2K15,Sports,2014,Take-Two Interactive,3.1399999999999997,62.0,57.0
398,Spider-Man,Action,2000,Activision,3.13,87.0,90.0
399,Mario Party 9,Misc,2012,Nintendo,3.13,73.0,68.0
400,Destiny: The Taken King,Shooter,2015,Activision,3.12,89.0,60.0
401,Sonic Rush,Platform,2005,Sega,3.12,82.0,85.0
402,The Urbz: Sims in the City,Simulation,2004,Electronic Arts,3.1199999999999997,73.0,92.0
403,Midnight Club: Street Racing,Racing,2000,['Rebellion' 'Take-Two Interactive'],3.11,78.0,78.0
404,Personal Trainer: Cooking,Misc,2006,Nintendo,3.11,81.0,78.0
405,Rhythm Heaven,Misc,2008,Nintendo,3.11,83.0,90.0
406,Saints Row IV,Action,2013,Deep Silver,3.1,86.0,74.0
407,Rayman Origins,Platform,2011,Ubisoft,3.1,92.0,84.0
408,The Legend of Zelda: A Link Between Worlds,Action,2013,Nintendo,3.1,91.0,89.0
409,Hitman 2: Silent Assassin,Action,2002,Eidos Interactive,3.09,85.0,78.0
410,The Sims 2: Castaway,Simulation,2007,Electronic Arts,3.0700000000000003,73.0,82.0
411,The Sims: Vacation,Simulation,2002,Electronic Arts,3.07,75.0,78.0
412,Tomb Raider: Underworld,Action,2008,Eidos Interactive,3.0500000000000003,80.0,84.0
413,Animal Crossing: Happy Home Designer,Simulation,2015,Nintendo,3.05,66.0,69.0
414,The Sims 4,Simulation,2014,Electronic Arts,3.05,70.0,39.0
415,SoulCalibur IV,Fighting,2008,Ubisoft,3.04,85.0,79.0
416,DJ Hero,Misc,2009,Activision,3.0399999999999996,87.0,80.0
417,Heavy Rain,Adventure,2010,Sony Computer Entertainment,3.03,87.0,77.0
418,The Orange Box,Shooter,2007,Electronic Arts,3.02,96.0,93.0
419,Dead Rising 2,Action,2010,Capcom,3.02,82.0,69.0
420,Disney Infinity,Action,2013,Disney Interactive Studios,3.0100000000000002,75.0,76.0
421,Crazy Taxi,Racing,2001,Acclaim Entertainment,3.01,80.0,79.0
422,Dark Souls,Role-Playing,2011,Namco Bandai Games,3.01,89.0,87.0
423,Killzone 2,Shooter,2009,Sony Computer Entertainment,3.01,91.0,81.0
424,Epic Mickey,Platform,2010,Disney Interactive Studios,3.0,73.0,70.0
425,Devil May Cry,Action,2001,Capcom,2.99,94.0,85.0
426,World Soccer Winning Eleven 6 International,Sports,2002,Konami Digital Entertainment,2.99,93.0,91.0
427,Deal or No Deal,Misc,2007,['Mindscape' 'Zoo Games'],2.99,56.0,50.0
428,The Sims: Livin Large,Misc,2000,Electronic Arts,2.99,82.0,66.0
429,Crash Nitro Kart,Racing,2003,Vivendi Games,2.9800000000000004,77.0,89.0
430,Half-Life 2,Shooter,2004,['Electronic Arts' 'Vivendi Games'],2.98,96.0,91.0
431,Madden NFL 17,Sports,2016,Electronic Arts,2.98,83.0,59.0
432,Sonic Colors,Platform,2010,Sega,2.9699999999999998,79.0,85.0
433,Star Wars: The Old Republic,Role-Playing,2011,Electronic Arts,2.96,85.0,59.0
434,2010 FIFA World Cup South Africa,Sports,2010,Electronic Arts,2.96,83.0,81.0
435,Devil May Cry 4,Action,2008,Capcom,2.95,84.0,85.0
436,Pac-Man Collection,Puzzle,2001,Atari,2.94,79.0,78.0
437,UFC Undisputed 2010,Fighting,2010,THQ,2.94,85.0,72.0
438,SOCOM II: U.S. Navy SEALs,Shooter,2003,Sony Computer Entertainment,2.94,87.0,90.0
439,Band Hero,Misc,2009,Activision,2.93,79.0,70.0
440,inFAMOUS,Action,2009,Sony Computer Entertainment,2.93,85.0,83.0
441,Fight Night Round 4,Fighting,2009,Electronic Arts,2.92,88.0,81.0
442,Kirby Super Star Ultra,Platform,2008,Nintendo,2.92,76.0,88.0
443,NBA 2K17,Sports,2016,Take-Two Interactive,2.9099999999999997,90.0,67.0
444,Just Cause 3,Action,2015,Square Enix,2.9000000000000004,74.0,70.0
445,World Soccer Winning Eleven 7 International,Sports,2003,Konami Digital Entertainment,2.9,93.0,90.0
446,WarioWare: Smooth Moves,Puzzle,2006,Nintendo,2.89,83.0,74.0
447,Hot Shots Golf 3,Sports,2001,Sony Computer Entertainment,2.89,85.0,89.0
448,Cooking Mama: Cook Off,Simulation,2007,505 Games,2.89,61.0,53.0
449,Medal of Honor: Warfighter,Action,2012,Electronic Arts,2.8899999999999997,55.0,60.0
450,Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,2004,Ubisoft,2.87,93.0,86.0
451,The Elder Scrolls III: Morrowind,Role-Playing,2002,Ubisoft,2.86,87.0,87.0
452,Just Dance 2014,Misc,2013,Ubisoft,2.83,79.0,78.0
453,Metroid Prime,Shooter,2002,Nintendo,2.82,97.0,93.0
454,Monopoly,Misc,2008,Electronic Arts,2.82,70.0,78.0
455,NCAA Football 06,Sports,2005,Electronic Arts,2.81,87.0,85.0
456,NBA Live 2004,Sports,2003,Electronic Arts,2.81,86.0,90.0
457,Army of Two,Shooter,2008,Electronic Arts,2.8099999999999996,74.0,76.0
458,God of War Collection,Action,2009,Sony Computer Entertainment,2.8000000000000003,91.0,87.0
459,Battlefield: Bad Company,Shooter,2008,Electronic Arts,2.8,84.0,81.0
460,Wall-E,Platform,2008,THQ,2.8,67.0,84.0
461,inFAMOUS: Second Son,Action,2014,Sony Computer Entertainment,2.79,80.0,79.0
462,WWE '12,Fighting,2011,THQ,2.78,74.0,69.0
463,Jak II,Platform,2003,Sony Computer Entertainment,2.78,87.0,82.0
464,NBA Live 2002,Sports,2001,Electronic Arts,2.78,81.0,88.0
465,WWE '13,Action,2012,THQ,2.77,78.0,81.0
466,Killzone 3,Shooter,2011,Sony Computer Entertainment,2.77,84.0,79.0
467,Yoshi's Island DS,Platform,2006,Nintendo,2.76,81.0,74.0
468,Injustice: Gods Among Us,Fighting,2013,Warner Bros. Interactive Entertainment,2.7499999999999996,82.0,79.0
469,Mortal Kombat: Deception,Fighting,2004,Midway Games,2.7499999999999996,81.0,89.0
470,The Evil Within,Action,2014,Bethesda Softworks,2.73,79.0,73.0
471,Sonic and the Secret Rings,Platform,2007,Sega,2.73,69.0,66.0
472,SSX Tricky,Sports,2001,Electronic Arts,2.7,92.0,89.0
473,The Legend of Zelda: A Link to the Past,Action,2002,Nintendo,2.7,95.0,91.0
474,Onimusha: Warlords,Action,2001,Virgin Interactive,2.7,86.0,82.0
475,Killzone: Shadow Fall,Shooter,2013,Sony Computer Entertainment,2.69,73.0,68.0
476,Wolfenstein: The New Order,Shooter,2014,Bethesda Softworks,2.68,81.0,82.0
477,Dragon Ball Z: Budokai 2,Fighting,2003,Atari,2.68,66.0,82.0
478,Spyro: Enter the Dragonfly,Platform,2002,Universal Interactive,2.6799999999999997,56.0,51.0
479,Professor Layton and the Last Specter,Puzzle,2009,Nintendo,2.67,83.0,87.0
480,Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,2010,Nintendo,2.67,79.0,77.0
481,Ratatouille,Action,2007,THQ,2.66,65.0,80.0
482,Fable,Role-Playing,2004,Microsoft Game Studios,2.66,85.0,85.0
483,Medal of Honor Heroes,Shooter,2006,Electronic Arts,2.65,71.0,79.0
484,Prince of Persia: Warrior Within,Action,2004,Ubisoft,2.64,83.0,86.0
485,Guitar Hero: Warriors of Rock,Misc,2010,Activision,2.63,77.0,75.0
486,Rayman Raving Rabbids 2,Misc,2007,Ubisoft,2.63,67.0,83.0
487,NBA Street Vol. 2,Sports,2003,Electronic Arts,2.63,90.0,88.0
488,Halo Wars,Strategy,2009,Microsoft Game Studios,2.62,82.0,72.0
489,Mafia III,Action,2016,Take-Two Interactive,2.62,68.0,51.0
490,Need for Speed Carbon: Own the City,Racing,2006,Electronic Arts,2.62,73.0,79.0
491,Tiger Woods PGA Tour 2004,Sports,2003,Electronic Arts,2.5900000000000003,89.0,88.0
492,Tom Clancy's Ghost Recon: Future Soldier,Shooter,2012,Ubisoft,2.59,79.0,72.0
493,Homefront,Shooter,2011,THQ,2.59,70.0,60.0
494,Mario Strikers Charged,Sports,2007,Nintendo,2.58,79.0,80.0
495,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,2007,Ubisoft,2.58,86.0,81.0
496,Style Savvy,Simulation,2008,Nintendo,2.58,73.0,77.0
497,Dragon Age II,Action,2011,Electronic Arts,2.57,82.0,45.0
498,Monster Hunter Freedom 2,Role-Playing,2007,Capcom,2.57,72.0,87.0
499,EA Sports Active 2,Sports,2010,Electronic Arts,2.56,79.0,81.0
500,Sonic Adventure 2 Battle,Platform,2001,Sega,2.56,73.0,83.0
501,[Prototype],Action,2009,Activision,2.55,79.0,78.0
502,Tony Hawk's Project 8,Sports,2006,Activision,2.55,81.0,76.0
503,Pokémon Colosseum,Role-Playing,2003,Nintendo,2.54,73.0,80.0
504,ESPN NBA 2K5,Sports,2004,Global Star,2.54,85.0,87.0
505,FIFA Street,Sports,2012,Electronic Arts,2.5300000000000002,77.0,80.0
506,Dragon's Dogma,Role-Playing,2012,Capcom,2.5300000000000002,78.0,83.0
507,DiRT 2,Racing,2009,Codemasters,2.53,89.0,82.0
508,NCAA Football 2005,Sports,2004,Electronic Arts,2.5200000000000005,89.0,90.0
509,The Crew,Racing,2014,Ubisoft,2.52,71.0,64.0
510,Art Academy,Misc,2010,Nintendo,2.52,75.0,80.0
511,Conflict: Desert Storm,Shooter,2002,SCi,2.52,65.0,86.0
512,Tom Clancy's Ghost Recon 2,Shooter,2004,Ubisoft,2.5100000000000002,80.0,89.0
513,Bakugan: Battle Brawlers,Action,2009,Activision,2.5100000000000002,63.0,82.0
514,Harry Potter and the Order of the Phoenix,Action,2007,Electronic Arts,2.51,69.0,80.0
515,Deca Sports,Sports,2008,Konami Digital Entertainment,2.5,50.0,54.0
516,Tiger Woods PGA Tour 10,Sports,2009,Electronic Arts,2.5,88.0,88.0
517,Teenage Mutant Ninja Turtles,Action,2003,Konami Digital Entertainment,2.4899999999999998,71.0,88.0
518,Game Party,Misc,2007,Midway Games,2.48,25.0,43.0
519,Bloodborne,Action,2015,Sony Computer Entertainment,2.48,92.0,86.0
520,Mario Party 4,Misc,2002,Nintendo,2.47,70.0,74.0
521,Resistance 2,Shooter,2008,Sony Computer Entertainment,2.46,87.0,61.0
522,Final Fantasy Tactics,Role-Playing,1997,SquareSoft,2.45,83.0,82.0
523,SSX 3,Sports,2003,Electronic Arts,2.44,93.0,91.0
524,NFL Street,Sports,2004,Electronic Arts,2.43,81.0,89.0
525,Tom Clancy's Rainbow Six 3,Shooter,2003,Ubisoft,2.4200000000000004,86.0,85.0
526,ATV Offroad Fury,Racing,2001,Sony Computer Entertainment,2.41,82.0,84.0
527,Resident Evil - Code: Veronica X,Action,2001,Capcom,2.4,84.0,85.0
528,Halo: Combat Evolved Anniversary,Shooter,2011,Microsoft Game Studios,2.4,82.0,81.0
529,Crysis 3,Shooter,2013,Electronic Arts,2.4,77.0,67.0
530,F1 2011,Racing,2011,Codemasters,2.4,84.0,72.0
531,Plants vs. Zombies: Garden Warfare,Shooter,2014,Electronic Arts,2.4,78.0,78.0
532,Grand Theft Auto: Chinatown Wars,Action,2009,Take-Two Interactive,2.38,93.0,83.0
533,Assassin's Creed: Rogue,Action,2014,Ubisoft,2.38,74.0,75.0
534,Guitar Hero,Misc,2005,RedOctane,2.38,91.0,87.0
535,Zumba Fitness,Sports,2010,505 Games,2.37,42.0,55.0
536,Turok: Evolution,Shooter,2002,Acclaim Entertainment,2.3600000000000003,72.0,73.0
537,MX Unleashed,Racing,2004,THQ,2.36,81.0,93.0
538,Medal of Honor: Airborne,Shooter,2007,Electronic Arts,2.36,78.0,76.0
539,Pirates of the Caribbean: At World's End,Action,2007,Disney Interactive Studios,2.36,61.0,72.0
540,Kinect: Disneyland Adventures,Misc,2011,Microsoft Game Studios,2.35,73.0,29.0
541,Guitar Hero: Metallica,Misc,2009,Activision,2.35,86.0,86.0
542,Tiger Woods PGA Tour 08,Sports,2007,Electronic Arts,2.35,81.0,78.0
543,Mirror's Edge,Platform,2008,Electronic Arts,2.35,81.0,81.0
544,NBA Live 08,Sports,2007,Electronic Arts,2.3400000000000003,73.0,71.0
545,Kinect Sports: Season Two,Sports,2011,Microsoft Game Studios,2.34,66.0,65.0
546,The Legend of Zelda: Majora's Mask 3D,Action,2015,Nintendo,2.34,89.0,90.0
547,Harry Potter and the Goblet of Fire,Action,2005,Electronic Arts,2.33,71.0,74.0
548,Star Wars: Knights of the Old Republic,Role-Playing,2003,['Activision' 'LucasArts'],2.33,94.0,92.0
549,NBA Live 07,Sports,2006,Electronic Arts,2.33,69.0,75.0
550,Guild Wars 2,Action,2012,NCSoft,2.31,90.0,79.0
551,Tiger Woods PGA Tour 2003,Sports,2002,Electronic Arts,2.31,90.0,89.0
552,Mercenaries 2: World in Flames,Shooter,2008,Electronic Arts,2.31,72.0,74.0
553,Need For Speed: High Stakes,Racing,1999,Electronic Arts,2.31,86.0,85.0
554,Tetris Worlds,Puzzle,2002,THQ,2.3000000000000003,47.0,62.0
555,Tiger Woods PGA Tour 2005,Sports,2004,Electronic Arts,2.3,91.0,89.0
556,Paper Mario: Sticker Star,Role-Playing,2012,Nintendo,2.3,75.0,56.0
557,Aliens vs Predator,Shooter,2010,Sega,2.29,68.0,74.0
558,Midnight Club II,Racing,2003,Take-Two Interactive,2.2800000000000002,86.0,85.0
559,Pokemon Ranger: Shadows of Almia,Role-Playing,2008,Nintendo,2.28,68.0,82.0
560,Kirby: Nightmare in Dream Land,Platform,2002,Nintendo,2.27,81.0,89.0
561,F1 2010,Racing,2010,Codemasters,2.27,84.0,78.0
562,Dynasty Warriors 4,Action,2003,Tecmo Koei,2.27,78.0,93.0
563,Wario Land 4,Platform,2001,Nintendo,2.26,88.0,89.0
564,WWE 2K14,Sports,2013,Take-Two Interactive,2.25,75.0,77.0
565,God of War: Ascension,Action,2013,Sony Computer Entertainment,2.25,80.0,75.0
566,Onimusha 2: Samurai's Destiny,Adventure,2002,Capcom,2.25,84.0,90.0
567,NCAA Football 2004,Sports,2003,Electronic Arts,2.25,94.0,88.0
568,Paper Mario: The Thousand-Year Door,Role-Playing,2004,Nintendo,2.25,87.0,94.0
569,New Super Luigi U,Platform,2013,Nintendo,2.24,77.0,79.0
570,Super Monkey Ball: Banana Blitz,Misc,2006,Sega,2.24,74.0,57.0
571,Rocksmith,Misc,2011,Ubisoft,2.24,80.0,83.0
572,Sonic Advance,Platform,2001,Sega,2.24,87.0,81.0
573,Spyro: Season of Ice,Platform,2001,Vivendi Games,2.23,74.0,80.0
574,Tom Clancy's Splinter Cell: Chaos Theory,Action,2005,Ubisoft,2.23,94.0,90.0
575,Tom Clancy's Splinter Cell: Blacklist,Action,2013,Ubisoft,2.23,84.0,78.0
576,Dissidia: Final Fantasy,Fighting,2008,Square Enix,2.23,79.0,80.0
577,Dead to Rights,Shooter,2002,Electronic Arts,2.22,77.0,89.0
578,Monster Hunter Tri,Role-Playing,2009,Nintendo,2.22,84.0,86.0
579,50 Cent: Bulletproof,Action,2005,Vivendi Games,2.21,50.0,66.0
580,Sonic the Hedgehog,Platform,2006,Sega,2.2,46.0,44.0
581,Forza Motorsport 5,Racing,2013,Microsoft Game Studios,2.2,79.0,59.0
582,Disney Universe,Action,2011,Disney Interactive Studios,2.1999999999999997,70.0,69.0
583,MVP Baseball 2004,Sports,2004,Electronic Arts,2.1900000000000004,90.0,86.0
584,Dante's Inferno,Action,2010,Electronic Arts,2.19,75.0,81.0
585,Def Jam Vendetta,Fighting,2003,Electronic Arts,2.19,81.0,89.0
586,DJ Hero 2,Misc,2010,Activision,2.19,88.0,79.0
587,ATV Offroad Fury 2,Racing,2002,THQ,2.18,82.0,89.0
588,The Elder Scrolls Online,Role-Playing,2015,Bethesda Softworks,2.18,77.0,84.0
589,Saints Row,Action,2006,THQ,2.18,81.0,75.0
590,Dark Souls II,Role-Playing,2014,Namco Bandai Games,2.1799999999999997,91.0,81.0
591,Rock Band 3,Misc,2010,MTV Games,2.17,93.0,82.0
592,NCAA Football 2003,Sports,2002,Electronic Arts,2.17,91.0,86.0
593,NBA Ballers,Sports,2004,Midway Games,2.17,83.0,92.0
594,The Sims: House Party,Simulation,2001,Electronic Arts,2.16,74.0,79.0
595,Fight Night 2004,Fighting,2004,Electronic Arts,2.16,85.0,90.0
596,Scribblenauts,Puzzle,2009,Warner Bros. Interactive Entertainment,2.16,79.0,76.0
597,Metal Gear Solid V: Ground Zeroes,Action,2014,Konami Digital Entertainment,2.1599999999999997,80.0,76.0
598,Marvel: Ultimate Alliance 2,Role-Playing,2009,Activision,2.15,74.0,73.0
599,Pokemon Ranger,Role-Playing,2006,Nintendo,2.15,69.0,76.0
600,Harry Potter and the Prisoner of Azkaban,Action,2004,Electronic Arts,2.15,70.0,88.0
601,Tony Hawk's Proving Ground,Sports,2007,Activision,2.14,79.0,67.0
602,Bayonetta,Action,2009,Sega,2.14,90.0,80.0
603,Tony Hawk: RIDE,Sports,2009,Activision,2.1399999999999997,47.0,45.0
604,Dance Dance Revolution Extreme,Simulation,2004,Konami Digital Entertainment,2.13,77.0,90.0
605,Final Fantasy Tactics Advance,Role-Playing,2003,SquareSoft,2.13,87.0,78.0
606,Call of Duty: Roads to Victory,Shooter,2007,Activision,2.13,64.0,75.0
607,Dead Rising,Action,2006,Capcom,2.12,85.0,76.0
608,Project Gotham Racing,Racing,2001,Microsoft Game Studios,2.12,85.0,82.0
609,LEGO Rock Band,Misc,2009,Warner Bros. Interactive Entertainment,2.12,80.0,76.0
610,Your Shape featuring Jenny McCarthy,Sports,2009,Ubisoft,2.12,62.0,52.0
611,Army of Two: The 40th Day,Shooter,2010,Electronic Arts,2.1199999999999997,74.0,73.0
612,Resident Evil: Revelations,Action,2012,Capcom,2.1100000000000003,82.0,85.0
613,LEGO Jurassic World,Action,2015,Warner Bros. Interactive Entertainment,2.1100000000000003,72.0,81.0
614,Dark Souls III,Role-Playing,2016,Namco Bandai Games,2.11,89.0,88.0
615,Sniper: Ghost Warrior,Shooter,2010,City Interactive,2.11,55.0,60.0
616,Parasite Eve,Role-Playing,1998,SquareSoft,2.1,81.0,89.0
617,Tak and the Power of Juju,Platform,2003,THQ,2.1,79.0,92.0
618,Tetris DS,Puzzle,2006,Nintendo,2.1,84.0,87.0
619,Call of Duty 2,Shooter,2005,Activision,2.09,89.0,84.0
620,Devil May Cry 3: Dante's Awakening,Action,2005,Capcom,2.09,84.0,90.0
621,NFL Street 2,Sports,2004,Electronic Arts,2.09,78.0,87.0
622,Prince of Persia: The Forgotten Sands,Action,2010,Ubisoft,2.09,77.0,81.0
623,Mario Party 5,Misc,2003,Nintendo,2.08,69.0,82.0
624,World of Warcraft: Cataclysm,Role-Playing,2010,Activision,2.08,90.0,56.0
625,Prince of Persia,Action,2008,Ubisoft,2.08,85.0,73.0
626,Final Fantasy III,Role-Playing,2006,Square Enix,2.08,77.0,71.0
627,Mario Sports Mix,Sports,2010,Nintendo,2.08,64.0,71.0
628,Final Fantasy X / X-2 HD Remaster,Role-Playing,2013,Square Enix,2.0700000000000003,86.0,85.0
629,Need for Speed: Most Wanted 5-1-0,Racing,2005,Electronic Arts,2.07,72.0,78.0
630,DriveClub,Racing,2014,Sony Computer Entertainment,2.07,71.0,61.0
631,Dance Dance Revolution: Hottest Party,Simulation,2007,Konami Digital Entertainment,2.07,73.0,71.0
632,R4: Ridge Racer Type 4,Racing,1998,Namco Bandai Games,2.06,88.0,92.0
