,Name,Genre,Year_of_Release,Publisher,Global_Sales,Critic_Score,User_Score
3866,Gradius Collection,Shooter,2006,Konami Digital Entertainment,0.06,76.0,85.0
3867,S.T.A.L.K.E.R.: Call of Pripyat,Shooter,2009,Namco Bandai Games,0.06,80.0,87.0
3868,Antz Extreme Racing,Racing,2002,Empire Interactive,0.06,35.0,87.0
3869,Muppets Party Cruise,Misc,2003,TDK Mediactive,0.06,61.0,80.0
3870,Blade Dancer: Lineage of Light,Role-Playing,2006,Atari,0.06,60.0,69.0
3871,Generation of Chaos,Role-Playing,2005,Midas Interactive Entertainment,0.06,60.0,77.0
3872,Dragon Rage,Shooter,2001,3DO,0.06,50.0,64.0
3873,Arkanoid DS,Puzzle,2007,Square Enix,0.06,61.0,70.0
3874,Nanostray,Shooter,2005,Majesco Entertainment,0.06,71.0,77.0
3875,Racing Gears Advance,Racing,2004,Zoo Digital Publishing,0.06,83.0,89.0
3876,Criminal Girls: Invite Only,Role-Playing,2013,Nippon Ichi Software,0.06,55.0,67.0
3877,V-Rally 3,Racing,2002,Atari,0.06,82.0,74.0
3878,RPG Maker 3,Role-Playing,2004,Enterbrain,0.06,69.0,79.0
3879,Age of Empires Online,Strategy,2011,Microsoft Game Studios,0.06,70.0,56.0
3880,Steambot Chronicles: Battle Tournament,Fighting,2008,Irem Software Engineering,0.06,54.0,63.0
3881,Tournament of Legends,Fighting,2010,Sega,0.06,45.0,69.0
3882,Psycho-Pass: Mandatory Happiness,Adventure,2016,Nippon Ichi Software,0.06,72.0,83.0
3883,Mana Khemia: Alchemists of Al-Revis,Role-Playing,2007,Nippon Ichi Software,0.06,69.0,75.0
3884,Commandos: Strike Force,Shooter,2006,Eidos Interactive,0.06,58.0,85.0
3885,Earth Defense Force 2017 Portable,Action,2012,D3Publisher,0.06,68.0,79.0
3886,Earth Defense Force 4.1: The Shadow of New Despair,Shooter,2015,Xseed Games,0.06,64.0,79.0
3887,Insecticide,Action,2008,Gamecock,0.06,55.0,70.0
3888,Call of Cthulhu: Dark Corners of the Earth,Adventure,2005,Take-Two Interactive,0.06,77.0,81.0
3889,Izuna 2: The Unemployed Ninja Returns,Role-Playing,2007,Success,0.06,65.0,79.0
3890,MX vs. ATV Supercross Encore,Sports,2015,Nordic Games,0.06,42.0,41.0
3891,Coded Arms: Contagion,Shooter,2007,Konami Digital Entertainment,0.06,56.0,66.0
3892,Trapt,Action,2005,Tecmo Koei,0.06,60.0,79.0
3893,Jurassic Park III: Park Builder,Simulation,2001,Konami Digital Entertainment,0.06,65.0,80.0
3894,Kabuki Warriors,Action,2001,Genki,0.06,32.0,25.0
3895,Lost Kingdoms II,Role-Playing,2003,Activision,0.06,68.0,91.0
3896,Lord of Magna: Maiden Heaven,Role-Playing,2014,Marvelous Entertainment,0.06,68.0,78.0
3897,Atelier Iris 2: The Azoth Of Destiny,Role-Playing,2005,Tecmo Koei,0.06,68.0,78.0
3898,PoPoLoCrois,Role-Playing,2005,Ignition Entertainment,0.06,66.0,74.0
3899,Zone of the Enders: The Fist of Mars,Role-Playing,2001,Konami Digital Entertainment,0.06,71.0,90.0
3900,Escape from Bug Island,Action,2006,Eidos Interactive,0.06,37.0,50.0
3901,Zoo Tycoon 2,Strategy,2004,Microsoft Game Studios,0.06,72.0,81.0
3902,Tron 2.0: Killer App,Action,2004,Disney Interactive Studios,0.06,69.0,43.0
3903,Legend of the Dragon,Fighting,2007,Game Factory,0.06,37.0,48.0
3904,Land of the Dead: Road to Fiddler's Green,Shooter,2005,Groove Games,0.06,32.0,58.0
3905,Crimson Gem Saga,Role-Playing,2008,Sega,0.06,78.0,75.0
3906,Age of Empires III: The Asian Dynasties,Strategy,2007,Microsoft Game Studios,0.06,81.0,85.0
3907,Wings of War,Simulation,2004,Take-Two Interactive,0.06,62.0,50.0
3908,Guilty Gear X: Advance Edition,Fighting,2002,Sammy Corporation,0.06,67.0,59.0
3909,Vampire Rain: Altered Species,Action,2008,Ignition Entertainment,0.06,30.0,35.0
3910,Top Gun: Hard Lock,Action,2012,505 Games,0.06,54.0,35.0
3911,Mobile Suit Gundam Seed: Never Ending Tomorrow,Shooter,2004,Namco Bandai Games,0.06,45.0,78.0
3912,The Next BIG Thing,Adventure,2011,Focus Home Interactive,0.06,75.0,79.0
3913,Mobile Suit Gundam: Gundam vs. Zeta Gundam,Shooter,2004,Namco Bandai Games,0.06,57.0,86.0
3914,Nights of Azure,Action,2015,Tecmo Koei,0.06,67.0,76.0
3915,Amazing Island,Strategy,2004,Sega,0.06,59.0,66.0
3916,The Sims 2: University,Simulation,2005,Electronic Arts,0.06,81.0,78.0
3917,Tokobot,Platform,2005,Take-Two Interactive,0.06,72.0,73.0
3918,Devil's Third,Action,2015,Nintendo,0.06,43.0,65.0
3919,Monster Tale,Platform,2011,Majesco Entertainment,0.06,79.0,80.0
3920,Mercury Meltdown,Action,2006,Atari,0.06,78.0,78.0
3921,Gun Showdown,Action,2006,Activision,0.06,73.0,76.0
3922,Red Ninja: End of Honor,Action,2005,Vivendi Games,0.06,47.0,50.0
3923,Headhunter: Redemption,Action,2004,Sega,0.06,62.0,68.0
3924,Miami Vice: The Game,Shooter,2006,Activision,0.06,63.0,70.0
3925,Broken Sword: The Shadow of the Templars,Adventure,2002,BAM! Entertainment,0.06,80.0,78.0
3926,Brave: A Warrior's Tale,Action,2009,SouthPeak Games,0.06,42.0,50.0
3927,Piglet's Big Game,Platform,2003,Gotham Games,0.05,70.0,80.0
3928,Dynasty Warriors Vol. 2,Action,2006,Tecmo Koei,0.05,57.0,81.0
3929,UEFA Champions League 2006-2007,Sports,2007,Electronic Arts,0.05,72.0,82.0
3930,Bejeweled Twist,Puzzle,2008,PopCap Games,0.05,78.0,73.0
3931,Rock of the Dead,Shooter,2010,Conspiracy Entertainment,0.05,48.0,48.0
3932,Rock 'N Roll Racing,Racing,2003,Activision,0.05,80.0,94.0
3933,Pool Party,Sports,2007,SouthPeak Games,0.05,32.0,7.0
3934,Virtua Striker 2002,Sports,2002,Sega,0.05,58.0,60.0
3935,Pool Hall Pro,Sports,2009,Playlogic Game Factory,0.05,62.0,53.0
3936,Ferrari F355 Challenge,Racing,2002,Sony Computer Entertainment,0.05,70.0,44.0
3937,B-Boy,Misc,2006,Sony Computer Entertainment,0.05,50.0,78.0
3938,Phantom Crash,Simulation,2002,Phantagram,0.05,74.0,83.0
3939,Neverland Card Battles,Role-Playing,2008,Idea Factory,0.05,57.0,78.0
3940,Far Cry,Shooter,2004,Ubisoft,0.05,89.0,81.0
3941,Arx Fatalis,Role-Playing,2003,Mindscape,0.05,71.0,82.0
3942,Rave Master,Fighting,2002,Konami Digital Entertainment,0.05,60.0,63.0
3943,Nanostray 2,Shooter,2008,Codemasters,0.05,75.0,78.0
3944,Freelancer,Simulation,2003,Microsoft Game Studios,0.05,85.0,90.0
3945,Raze's Hell,Shooter,2005,Majesco Entertainment,0.05,71.0,81.0
3946,Otogi 2: Immortal Warriors,Action,2003,Sega,0.05,79.0,83.0
3947,Rebelstar: Tactical Command,Strategy,2005,Atari,0.05,78.0,91.0
3948,NightCaster II: Equinox,Action,2002,Jaleco,0.05,46.0,70.0
3949,FIFA Manager 12,Sports,2011,Electronic Arts,0.05,72.0,39.0
3950,Fatal Frame II: Crimson Butterfly Director's Cut,Action,2004,Microsoft Game Studios,0.05,84.0,83.0
3951,Assassin's Creed: Altair's Chronicles,Platform,2008,Ubisoft,0.05,58.0,63.0
3952,Rhapsody: A Musical Adventure,Role-Playing,2008,Nippon Ichi Software,0.05,67.0,68.0
3953,Rez,Shooter,2001,Sony Computer Entertainment,0.05,78.0,83.0
3954,PQ2: Practical Intelligence Quotient,Puzzle,2006,D3Publisher,0.05,74.0,78.0
3955,Tenchu: Dark Secret,Action,2006,From Software,0.05,37.0,51.0
3956,Ship Simulator Extremes,Simulation,2010,Paradox Interactive,0.05,49.0,62.0
3957,Wing Commander: Prophecy,Simulation,2003,"Destination Software, Inc",0.05,70.0,83.0
3958,Metroid Prime: Federation Force,Action,2016,Nintendo,0.05,64.0,51.0
3959,Airline Tycoon 2,Simulation,2011,Kalypso Media,0.05,57.0,55.0
3960,Rugby 06,Sports,2006,Electronic Arts,0.05,70.0,78.0
3961,Woody Woodpecker: Escape from Buzz Buzzard Park,Platform,2001,DreamCatcher Interactive,0.05,64.0,74.0
3962,The Bible Game,Misc,2005,Crave Entertainment,0.05,60.0,27.0
3963,Wonder World Amusement Park,Misc,2008,Majesco Entertainment,0.05,37.0,45.0
3964,Hearts of Iron IV,Strategy,2016,Paradox Interactive,0.05,83.0,69.0
3965,Kakuto Chojin,Fighting,2002,Microsoft Game Studios,0.05,46.0,72.0
3966,Men of War: Assault Squad,Strategy,2011,1C Company,0.05,77.0,82.0
3967,Syberia II,Adventure,2004,['MC2 Entertainment' 'Ubisoft'],0.05,80.0,87.0
3968,Cities in Motion,Simulation,2011,Paradox Interactive,0.05,70.0,77.0
3969,The Lost Chronicles of Zerzura,Adventure,2012,DTP Entertainment,0.05,76.0,67.0
3970,The Lost Vikings,Puzzle,2003,Activision,0.05,75.0,91.0
3971,Aliens in the Attic,Action,2009,Playlogic Game Factory,0.05,58.0,60.0
3972,Dark Summit,Sports,2002,THQ,0.05,68.0,45.0
3973,Sébastien Loeb Rally Evo,Racing,2016,Milestone S.r.l,0.05,71.0,82.0
3974,Wing Island,Simulation,2006,Konami Digital Entertainment,0.05,47.0,49.0
3975,Stretch Panic,Platform,2001,Midas Interactive Entertainment,0.05,65.0,78.0
3976,Lufia: The Ruins of Lore,Role-Playing,2002,Taito,0.05,76.0,83.0
3977,World Championship Pool 2004,Sports,2004,Jaleco,0.05,60.0,67.0
3978,Bubble Bobble Revolution,Puzzle,2005,Atari,0.05,38.0,62.0
3979,Jenga World Tour,Misc,2007,Atari,0.05,26.0,28.0
3980,Company of Heroes,Strategy,2006,THQ,0.05,93.0,88.0
3981,Aeon Flux,Action,2005,THQ,0.05,69.0,58.0
3982,Stunt GP,Racing,2001,Titus,0.05,49.0,81.0
3983,Cabela's Trophy Bucks,Sports,2007,Activision Value,0.05,39.0,30.0
3984,Worms Reloaded,Strategy,2010,Team17 Software,0.05,79.0,68.0
3985,Marc Ecko's Getting Up: Contents Under Pressure,Action,2006,Atari,0.05,69.0,72.0
3986,Yager,Shooter,2003,THQ,0.05,70.0,93.0
3987,Yanya Caballista: City Skater,Sports,2001,Tecmo Koei,0.05,58.0,63.0
3988,Medabots: Infinity,Role-Playing,2003,Ubisoft,0.05,51.0,80.0
3989,March of the Penguins,Adventure,2006,Zoo Digital Publishing,0.05,34.0,17.0
3990,Code Lyoko,Action,2007,Game Factory,0.05,63.0,68.0
3991,StarCraft,Strategy,1998,Activision,0.05,88.0,91.0
3992,IL-2 Sturmovik: Cliffs of Dover,Simulation,2011,Ubisoft,0.05,60.0,71.0
3993,Judge Dredd: Dredd Vs Death,Shooter,2003,['BAM! Entertainment' 'Vivendi Games'],0.05,57.0,67.0
3994,Hoshigami: Ruining Blue Earth,Role-Playing,2001,Max Five,0.05,62.0,87.0
3995,Crime Life: Gang Wars,Action,2005,Konami Digital Entertainment,0.05,30.0,34.0
3996,Killing Floor 2 ,Shooter,2016,Tripwire Interactive,0.05,76.0,80.0
3997,IndyCar Series,Racing,2003,Codemasters,0.05,71.0,78.0
3998,Dead or Alive Xtreme 3: Fortune,Sports,2016,Tecmo Koei,0.05,43.0,78.0
3999,Sigma Star Saga,Role-Playing,2005,Atari,0.05,68.0,82.0
4000,Snoopy vs the Red Baron,Adventure,2006,Namco Bandai Games,0.05,76.0,78.0
4001,Ms Saga: A New Dawn,Role-Playing,2005,Namco Bandai Games,0.05,65.0,86.0
4002,The Typing of the Dead,Shooter,2000,Sega,0.05,83.0,78.0
4003,Samurai Champloo: Sidetracked,Action,2006,Namco Bandai Games,0.05,66.0,72.0
4004,Saiyuki: Journey West,Strategy,1999,Tecmo Koei,0.05,73.0,71.0
4005,"Warhammer 40,000: Dawn of War",Strategy,2004,THQ,0.05,86.0,88.0
4006,Disney's Party,Misc,2002,Electronic Arts,0.05,39.0,78.0
4007,NASCAR Heat Evolution,Racing,2016,Dusenberry Martin Racing,0.05,66.0,38.0
4008,DoDonPachi Resurrection,Shooter,2010,Rising Star Games,0.05,77.0,86.0
4009,Dokapon Journey,Role-Playing,2008,Sting,0.05,60.0,70.0
4010,Gitaroo Man,Misc,2001,THQ,0.05,82.0,87.0
4011,Black Sigil: Blade of the Exiled,Role-Playing,2009,Graffiti,0.05,58.0,75.0
4012,Double Dragon Advance,Action,2003,Atlus,0.05,75.0,84.0
4013,Time Crisis: Project Titan,Shooter,2001,Namco Bandai Games,0.05,71.0,67.0
4014,Furu Furu Park,Misc,2007,Taito,0.05,43.0,48.0
4015,Empire Earth,Strategy,2001,Vivendi Games,0.05,81.0,82.0
4016,Shifters,Adventure,2002,3DO,0.05,37.0,59.0
4017,Greg Hastings' Tournament Paintball Max'd,Shooter,2006,Activision,0.05,70.0,92.0
4018,Singularity,Shooter,2010,Mastertronic,0.05,76.0,77.0
4019,Deadliest Catch: Alaskan Storm,Sports,2008,Navarre Corp,0.05,56.0,59.0
4020,Silent Hunter: Wolves of the Pacific,Simulation,2007,Ubisoft,0.05,79.0,69.0
4021,Moon,Adventure,2009,Mastiff,0.05,71.0,74.0
4022,Bombastic,Puzzle,2002,Capcom,0.05,72.0,72.0
4023,Silhouette Mirage,Platform,1998,ESP,0.05,69.0,75.0
4024,TNA iMPACT: Cross the Line,Fighting,2010,SouthPeak Games,0.05,50.0,65.0
4025,Legend of Kay,Action,2005,JoWood Productions,0.05,72.0,73.0
4026,Microsoft Train Simulator,Simulation,2001,Microsoft Game Studios,0.05,84.0,84.0
4027,Zumba Fitness Core,Misc,2012,505 Games,0.05,77.0,67.0
4028,Death Jr. II: Root of Evil,Platform,2006,Konami Digital Entertainment,0.05,68.0,73.0
4029,MorphX,Shooter,2010,505 Games,0.05,33.0,66.0
4030,Guilty Gear Dust Strikers,Fighting,2006,Majesco Entertainment,0.05,60.0,58.0
4031,GrimGrimoire,Strategy,2007,Tecmo Koei,0.05,79.0,79.0
4032,LEGO Friends,Action,2013,Warner Bros. Interactive Entertainment,0.04,43.0,83.0
4033,Legend of Kay Anniversary,Action,2015,Nordic Games,0.04,67.0,71.0
4034,Legasista,Role-Playing,2012,Nippon Ichi Software,0.04,68.0,63.0
4035,Twin Strike: Operation Thunder,Shooter,2008,Zoo Games,0.04,50.0,83.0
4036,Painkiller: Hell Wars,Shooter,2006,DreamCatcher Interactive,0.04,68.0,74.0
4037,Little Red Riding Hood's Zombie BBQ,Shooter,2008,Destineer,0.04,68.0,73.0
4038,Patrician IV,Strategy,2010,Kalypso Media,0.04,66.0,64.0
4039,APB Reloaded,Role-Playing,2011,Iceberg Interactive,0.04,56.0,57.0
4040,Just Dance 2017,Misc,2016,Ubisoft,0.04,75.0,80.0
4041,Lux-Pain,Adventure,2008,Rising Star Games,0.04,48.0,62.0
4042,Empire Earth III,Strategy,2007,Vivendi Games,0.04,50.0,28.0
4043,FunkMaster Flex's Digital Hitz Factory,Misc,2003,Jester Interactive,0.04,71.0,89.0
4044,Off-Road Drive,Racing,2011,1C Company,0.04,60.0,64.0
4045,Agatha Christie's The ABC Murders,Adventure,2016,Microids,0.04,67.0,75.0
4046,Without Warning,Shooter,2005,Capcom,0.04,45.0,65.0
4047,Front Mission,Strategy,2007,Square Enix,0.04,72.0,89.0
4048,WarJetz,Shooter,2001,3DO,0.04,59.0,55.0
4049,WarTech: Senko no Ronde,Fighting,2006,Ubisoft,0.04,60.0,61.0
4050,Gravity Falls: Legend of the Gnome Gemulets,Action,2015,Ubisoft,0.04,46.0,58.0
4051,Monster Kingdom: Jewel Summoner,Role-Playing,2006,Sony Computer Entertainment,0.04,66.0,68.0
4052,Fisherman's Challenge,Sports,2003,Konami Digital Entertainment,0.04,67.0,75.0
4053,Ferrari Challenge Trofeo Pirelli,Racing,2008,System 3 Arcade Software,0.04,71.0,62.0
4054,Fatal Fury: Battle Archives Volume 1,Fighting,2006,Ignition Entertainment,0.04,68.0,83.0
4055,Meteos: Disney Magic,Puzzle,2007,Disney Interactive Studios,0.04,74.0,66.0
4056,Metal Slug XX,Shooter,2009,DHM Interactive,0.04,67.0,61.0
4057,Metal Gear Solid: Digital Graphic Novel,Misc,2006,Konami Digital Entertainment,0.04,78.0,72.0
4058,Men of War: Vietnam,Strategy,2011,Unknown,0.04,68.0,49.0
4059,Nitroplus Blasterz: Heroines Infinite Duel,Fighting,2015,Marvelous Interactive,0.04,70.0,69.0
4060,Nobunaga's Ambition: Sphere of Influence,Strategy,2014,Tecmo Koei,0.04,80.0,81.0
4061,Outlaw Tennis,Sports,2005,Global Star,0.04,66.0,77.0
4062,Art of Fighting Anthology,Fighting,2006,Crave Entertainment,0.04,60.0,70.0
4063,Heroes of Might and Magic V,Strategy,2006,Ubisoft,0.04,77.0,79.0
4064,World in Conflict,Strategy,2007,Vivendi Games,0.04,89.0,81.0
4065,World of Goo,Puzzle,2008,2D Boy,0.04,90.0,85.0
4066,Age of Mythology: The Titans,Strategy,2003,Microsoft Game Studios,0.04,84.0,87.0
4067,IL-2 Sturmovik: 1946,Simulation,2006,Ubisoft,0.04,86.0,88.0
4068,Imperial Glory,Strategy,2005,Eidos Interactive,0.04,69.0,84.0
4069,Worms,Strategy,2009,['Microsoft Game Studios' 'Sony Computer Entertainment'],0.04,76.0,69.0
4070,Assassin's Creed Chronicles: China,Action,2015,Ubisoft,0.04,69.0,64.0
4071,Operation Flashpoint: Elite,Shooter,2005,Codemasters,0.04,64.0,83.0
4072,Worms 4: Mayhem,Strategy,2005,Codemasters,0.04,69.0,92.0
4073,Worms: Ultimate Mayhem,Strategy,2011,Unknown,0.04,66.0,78.0
4074,Worms: WMD,Action,2016,Sold Out,0.04,78.0,81.0
4075,Attack of the Movies 3D,Shooter,2010,Majesco Entertainment,0.04,38.0,17.0
4076,Prison Architect,Action,2016,Introversion Software,0.04,80.0,80.0
4077,Beyblade Evolution,Action,2013,Rising Star Games,0.04,49.0,63.0
4078,Supreme Commander: Forged Alliance,Strategy,2007,THQ,0.04,81.0,89.0
4079,Company of Heroes: Opposing Fronts,Strategy,2007,THQ,0.04,87.0,86.0
4080,The Dark Spire,Role-Playing,2008,Success,0.04,69.0,77.0
4081,Shantae and the Pirate's Curse,Platform,2015,Rising Star Games,0.04,82.0,85.0
4082,Shattered Union,Strategy,2005,Take-Two Interactive,0.04,66.0,69.0
4083,Company of Heroes: Tales of Valor,Strategy,2009,THQ,0.04,70.0,72.0
4084,Bloody Roar Extreme,Fighting,2003,Hudson Soft,0.04,61.0,86.0
4085,Ray Gigant,Role-Playing,2015,Namco Bandai Games,0.04,72.0,81.0
4086,The Kore Gang,Platform,2010,Flashpoint Games,0.04,70.0,86.0
4087,Railroad Tycoon 3,Strategy,2003,Gathering of Developers,0.04,80.0,77.0
4088,Boktai 2: Solar Boy Django,Role-Playing,2004,Konami Digital Entertainment,0.04,78.0,85.0
4089,The Sims Deluxe,Simulation,2002,Electronic Arts,0.04,92.0,82.0
4090,Corpse Party: Book of Shadows,Adventure,2011,5pb,0.04,67.0,82.0
4091,Superman: Countdown to Apokolips,Platform,2003,Atari,0.04,47.0,57.0
4092,Backyard Baseball '09,Sports,2008,Atari,0.04,37.0,78.0
4093,Bomberman: Act Zero,Puzzle,2006,Konami Digital Entertainment,0.04,34.0,22.0
4094,Steambot Chronicles,Role-Playing,2005,505 Games,0.04,74.0,82.0
4095,Secret Files 2: Puritas Cordis,Adventure,2009,Deep Silver,0.04,64.0,71.0
4096,C.O.R.E.,Shooter,2009,Graffiti,0.04,44.0,69.0
4097,S.T.A.L.K.E.R.: Clear Sky,Shooter,2008,Deep Silver,0.04,75.0,77.0
4098,Rugby 08,Sports,2007,Electronic Arts,0.04,74.0,74.0
4099,Rugby Challenge 3,Sports,2016,Alternative Software,0.04,64.0,68.0
4100,Dragon Ball: Advanced Adventure,Action,2004,Namco Bandai Games,0.04,75.0,85.0
4101,Runaway: A Twist of Fate,Adventure,2009,Focus Home Interactive,0.04,79.0,82.0
4102,Battlezone,Action,2016,Rebellion Developments,0.04,66.0,70.0
4103,Rise of Nations,Strategy,2003,Microsoft Game Studios,0.04,89.0,90.0
4104,Stranger of Sword City,Role-Playing,2015,Nippon Ichi Software,0.04,71.0,80.0
4105,SWAT: Target Liberty,Shooter,2007,Vivendi Games,0.04,50.0,77.0
4106,Stolen,Action,2005,Hip Interactive,0.04,51.0,74.0
4107,Stoked: Big Air Edition,Sports,2009,Namco Bandai Games,0.04,72.0,77.0
4108,SPRay,Action,2008,Tecmo Koei,0.04,42.0,45.0
4109,Dreamfall: The Longest Journey,Adventure,2006,Empire Interactive,0.04,73.0,88.0
4110,Stellaris,Strategy,2016,Paradox Interactive,0.04,78.0,80.0
4111,Caesar IV,Strategy,2006,Vivendi Games,0.04,74.0,76.0
4112,Pure Pinball,Misc,2004,XS Games,0.04,68.0,85.0
4113,Brothers In Arms DS,Shooter,2007,Ubisoft,0.04,72.0,80.0
4114,City Life: World Edition,Simulation,2007,Monte Christo Multimedia,0.04,75.0,82.0
4115,Echo Night Beyond,Adventure,2004,Indie Games,0.04,60.0,88.0
4116,Chaos Wars,Strategy,2006,Idea Factory,0.04,64.0,69.0
4117,Dead Head Fred,Action,2007,D3Publisher,0.04,75.0,73.0
4118,Trine 2,Platform,2011,Focus Home Interactive,0.04,84.0,84.0
4119,Test Drive: Ferrari Legends,Racing,2012,Unknown,0.04,62.0,49.0
4120,Dance Dance Revolution Disney Mix,Simulation,2000,Konami Digital Entertainment,0.04,74.0,83.0
4121,Teenage Zombies: Invasion of the Alien Brain Thingys,Adventure,2008,Ignition Entertainment,0.04,67.0,82.0
4122,Port Royale 2,Strategy,2004,Ascaron Entertainment GmbH,0.04,75.0,77.0
4123,Deadliest Warrior: Ancient Combat,Fighting,2012,Cloud Imperium Games Corporation,0.04,37.0,63.0
4124,Transport Fever,Simulation,2016,Astragon,0.04,70.0,70.0
4125,Bubble Bobble Double Shot,Puzzle,2007,Rising Star Games,0.04,50.0,48.0
4126,Smash Court Tennis 3,Sports,2007,Namco Bandai Games,0.04,68.0,63.0
4127,Dai Senryaku VII: Modern Military Tactics,Strategy,2003,Kool Kizz,0.04,74.0,88.0
4128,Cy Girls,Action,2004,Konami Digital Entertainment,0.04,53.0,88.0
4129,Praetorians,Strategy,2003,Eidos Interactive,0.04,78.0,82.0
4130,Pony Friends,Simulation,2007,Eidos Interactive,0.04,67.0,66.0
4131,The Movies,Simulation,2005,Activision,0.04,84.0,83.0
4132,Castle of Shikigami III,Shooter,2007,PQube,0.04,67.0,76.0
4133,Divinity II: Flames of Vengeance,Role-Playing,2010,DTP Entertainment,0.03,72.0,83.0
4134,Metal Saga,Role-Playing,2005,Success,0.03,62.0,73.0
4135,The Inner World,Adventure,2013,Headup Games,0.03,72.0,81.0
4136,Metal Dungeon,Role-Playing,2002,Xicat Interactive,0.03,44.0,72.0
4137,Crimson Tears,Role-Playing,2004,Capcom,0.03,62.0,78.0
4138,Gotcha Force,Shooter,2003,Capcom,0.03,56.0,82.0
4139,SWAT 4,Shooter,2005,Vivendi Games,0.03,85.0,86.0
4140,Special Forces: Nemesis Strike,Shooter,2005,Hip Interactive,0.03,60.0,65.0
4141,The Legend of Heroes III: Song of the Ocean,Role-Playing,2006,Namco Bandai Games,0.03,58.0,61.0
4142,Age of Conan: Rise of the Godslayer,Role-Playing,2010,Funcom,0.03,83.0,84.0
4143,Spectral Souls: Resurrection of the Ethereal Empires,Role-Playing,2005,Idea Factory,0.03,47.0,82.0
4144,Dance Factory,Action,2006,Codemasters,0.03,56.0,58.0
4145,The Void,Adventure,2008,Mamba Games,0.03,77.0,83.0
4146,Gekido Advance: Kintaro's Revenge,Action,2002,Zoo Digital Publishing,0.03,70.0,70.0
4147,Galleon: Islands of Mystery,Action,2004,SCi,0.03,67.0,70.0
4148,S.L.A.I.: Steel Lancer Arena International,Simulation,2005,Konami Digital Entertainment,0.03,66.0,78.0
4149,Men of War,Strategy,2009,505 Games,0.03,80.0,81.0
4150,Commander: Conquest of the Americas,Strategy,2010,Paradox Interactive,0.03,68.0,52.0
4151,GTR Evolution,Racing,2008,Atari,0.03,83.0,82.0
4152,Street Jam Basketball,Sports,2004,Zoo Digital Publishing,0.03,35.0,80.0
4153,Women's Volleyball Championship,Sports,2007,Spike,0.03,32.0,40.0
4154,DarkStar One,Simulation,2006,Ubisoft,0.03,71.0,72.0
4155,The Night of the Rabbit,Adventure,2013,Daedalic Entertainment,0.03,75.0,75.0
4156,Warhammer: Mark of Chaos,Strategy,2006,Deep Silver,0.03,73.0,74.0
4157,Buffy the Vampire Slayer: Wrath of the Darkhul King,Action,2003,THQ,0.03,44.0,86.0
4158,Guilty Gear XX Accent Core Plus,Fighting,2009,PQube,0.03,76.0,73.0
4159,Bounty Hounds,Action,2006,Namco Bandai Games,0.03,63.0,60.0
4160,Alter Ego,Simulation,1985,Activision,0.03,59.0,58.0
4161,Botanicula,Adventure,2012,Daedalic Entertainment,0.03,82.0,83.0
4162,The Sims 2: Bon Voyage,Simulation,2007,Electronic Arts,0.03,74.0,73.0
4163,Sins of a Solar Empire,Strategy,2008,Pinnacle,0.03,87.0,82.0
4164,Guild Wars: Nightfall,Role-Playing,2006,NCSoft,0.03,84.0,87.0
4165,Homeworld 2,Strategy,2003,Vivendi Games,0.03,83.0,83.0
4166,Guild Wars,Role-Playing,2005,NCSoft,0.03,89.0,84.0
4167,Air Conflicts: Secret Wars,Simulation,2011,bitComposer Games,0.03,65.0,64.0
4168,Cossacks: European Wars,Strategy,2001,Strategy First,0.03,74.0,86.0
4169,The Last Guy,Action,2009,Sony Computer Entertainment,0.03,77.0,69.0
4170,Magicka,Role-Playing,2011,Paradox Interactive,0.03,74.0,76.0
4171,SimCity,Simulation,1988,Maxis,0.03,64.0,22.0
4172,Graffiti Kingdom,Role-Playing,2004,505 Games,0.03,71.0,71.0
4173,Hot Pixel,Puzzle,2007,Atari,0.03,55.0,65.0
